module,type,name,res_id,src,value
account,view,account.entries.report,account.view_account_entries_report_tree,# of Products Qty,# 产品数量
account,field,"account.move.line.reconcile,trans_nbr",0,# of Transaction,# 交易
account,model,"email.template,subject",account.email_template_edi_invoice,${object.company_id.name|safe} Invoice (Ref ${object.number or 'n/a'}),${object.company_id.name} 发票 (Ref ${object.number or 'n/a'})
account,code,addons/account/account.py,1860,%s (Copy),%s (副本)
account,code,addons/account/account.py,635,%s (copy),%s (副本)
account,code,addons/account/account.py,786,%s (copy),%s (副本)
account,code,addons/account/account.py,787,%s (copy),%s (副本)
account,view,website,account.report_partnerledger,&nbsp;,不能有空格
account,view,website,account.report_partnerbalance,(Account/Partner) Name,(业务伙伴/客户)名称
account,view,account.chart,account.view_account_chart,"(If you do not select a specific fiscal year, all open fiscal years will be selected.)",（如果你没有选择会计年度，所有打开的会计年度将被选择。）
account,view,account.tax.chart,account.view_account_tax_chart,"(If you do not select a specific period, all open periods will be selected)",（如果你不选择会计期间，所有启用状态的会计期间将被选择）
account,view,account.state.open,account.view_account_state_open,(Invoice should be unreconciled if you want to open it),(如果你想打开它发票要反调节)
account,view,account.analytic.chart,account.account_analytic_chart_view,(Keep empty to open the current situation),(当前状态留空为待处理)
account,view,project.account.analytic.line,account.view_project_account_analytic_line_form,(Keep empty to open the current situation),(当前状态留空为待处理)
account,view,account.invoice,account.invoice_form,(change),（改变）
account,view,account.bank.statement,account.view_bank_statement_form,(update),（更新）
account,view,account.invoice,account.invoice_form,(update),（更新）
account,view,account.invoice,account.invoice_supplier_form,(update),（更新）
account,view,account.bank.statement,account.view_bank_statement_form2,+ Transactions,+ 交易
account,model,"account.payment.term,name",account.account_payment_term_15days,15 Days,15 Days
account,model,"account.payment.term,note",account.account_payment_term_15days,15 Days,15 Days
account,selection,"account.config.settings,period",0,3 Monthly,3 Monthly
account,selection,"account.installer,period",0,3 Monthly,3 Monthly
account,model,"account.payment.term,name",account.account_payment_term_net,30 Net Days,30 Net Days
account,model,"account.payment.term,note",account.account_payment_term_net,30 Net Days,30 Net Days
account,view,website,account.report_generalledger,: General ledger,:总账
account,view,website,account.report_trialbalance,: Trial Balance,:试算平衡
account,model,"ir.actions.act_window,help",account.action_account_period,"<p class=""oe_view_nocontent_create"">
                Click to add a fiscal period.
              </p><p>
                An accounting period typically is a month or a quarter. It
                usually corresponds to the periods of the tax declaration.
              </p>
            ","<p class=""oe_view_nocontent_create"">
单击添加一个会计期间.
</p><p>
会计期间通常是一个月或一个季度。它通常对应纳税申报的期间。
</p>
            "
account,model,"ir.actions.act_window,help",account.action_account_journal_form,"<p class=""oe_view_nocontent_create"">
                Click to add a journal.
              </p><p>
                A journal is used to record transactions of all accounting data
                related to the day-to-day business.
              </p><p>
                A typical company may use one journal per payment method (cash,
                bank accounts, checks), one purchase journal, one sale journal
                and one for miscellaneous information.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                单击来添加分类账.
              </p><p>
                分类帐由用于记录相关日常
                业务的所有会计数据.
              </p><p>
                一般的公司采用支付方式（现金、银行帐户、
                支票）分录、采购分类账、
                销售分类账、杂项分类账.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_account_form,"<p class=""oe_view_nocontent_create"">
                Click to add an account.
              </p><p>
                An account is part of a ledger allowing your company
                to register all kinds of debit and credit transactions.
                Companies present their annual accounts in two main parts: the
                balance sheet and the income statement (profit and loss
                account). The annual accounts of a company are required by law
                to disclose a certain amount of information.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                单击增加一个科目。
              </p><p>
                科目是分类帐的组成部分，它记录公司
                所有种类的借方和贷方帐目，
                公司的年度帐分两部分：
                资产负债表和损益表（赢余或亏损帐），
                公司的年度帐是法律要求的，
                要公开特定内容的信息.
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_account_gain_loss,"<p class=""oe_view_nocontent_create"">
                Click to add an account.
              </p><p>
                When doing multi-currency transactions, you may loose or gain
                some amount due to changes of exchange rate. This menu gives
                you a forecast of the Gain or Loss you'd realized if those
                transactions were ended today. Only for accounts having a
                secondary currency set.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                点击添加一个账户.
              </p><p>
                在处理多币种交易时，由于汇率的变化，可能会产生汇兑收益或者损失。这个菜单提供给你一个假定在今天终结交易预测的损益。只有在账户有多币种时需要设置。
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_invoice_tree1,"<p class=""oe_view_nocontent_create"">
                Click to create a customer invoice.
              </p><p>
                Odoo's electronic invoicing allows to ease and fasten the
                collection of customer payments. Your customer receives the
                invoice by email and he can pay online and/or import it
                in his own system.
              </p><p>
                The discussions with your customer are automatically displayed at
                the bottom of each invoice.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                单击创建一张客户发票。
              </p><p>
                OpenERP的电子发票允许你方便快捷地
                收取客户付款，客户也可通过电子邮件来接收发票、
                在线支付，或将数据导入到
                他自己的系统中。
              </p><p>
                你与客户的沟通记录会自动显示在
                相关发票的下方。
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_invoice_tree3,"<p class=""oe_view_nocontent_create"">
                Click to create a customer refund.
              </p><p>
                A refund is a document that credits an invoice completely or
                partially.
              </p><p>
                Instead of manually creating a customer refund, you
                can generate it directly from the related customer invoice.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                点击创建一个客户退款。
              </p><p>
                可以进行全部退款或者部分退款。
              </p><p>
               除了可以手工创建退款，您还可以直接通过关联的客户的发票创建退款。
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_move_journal_line,"<p class=""oe_view_nocontent_create"">
                Click to create a journal entry.
              </p><p>
                A journal entry consists of several journal items, each of
                which is either a debit or a credit transaction.
              </p><p>
                Odoo automatically creates one journal entry per accounting
                document: invoice, refund, supplier payment, bank statements,
                etc. So, you should record journal entries manually only/mainly
                for miscellaneous operations.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                单击创建一个分类账分录。
              </p><p>
                分类账分录由几个分类账项组成，每个项目为借方或贷方。
              </p><p>
                OpenERP自动创建会计文档的每种会计凭证，如发票、退款、供应商付款、银行帐单等。这样，你只需手工记录杂项的分类账分录。
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_view_bank_statement_tree,"<p class=""oe_view_nocontent_create"">
                Click to create a new cash log.
              </p><p>
                A Cash Register allows you to manage cash entries in your cash
                journals. This feature provides an easy way to follow up cash
                payments on a daily basis. You can enter the coins that are in
                your cash box, and then post entries when money comes in or
                goes out of the cash box.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                点击创建新的现金记录.
              </p><p>
                Cash Register可以使你在你的现金日记账中管理你的现金项目。
                这个特性提供了，按每天的方式来跟踪现金付款的方式。
                你可以查看在你钱箱中的每一分钱，并且在资金进出时创建记录。
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_account_statement_operation_template,"<p class=""oe_view_nocontent_create"">
                Click to create a statement operation template.
              </p><p>
                Those can be used to quickly create a move line when reconciling
                your bank statements.
              </p>
            ","<p class=""oe_view_nocontent_create"">
单击添加一个对账单作业模板.
</p><p>
这些可以被用在调节银行对账时快速的创建一个凭证行。
</p>
            "
account,model,"ir.actions.act_window,help",account.action_account_type_form,"<p class=""oe_view_nocontent_create"">
                Click to define a new account type.
              </p><p>
                An account type is used to determine how an account is used in
                each journal. The deferral method of an account type determines
                the process for the annual closing. Reports such as the Balance
                Sheet and the Profit and Loss report use the category
                (profit/loss or balance sheet).
              </p>
            ","<p class=""oe_view_nocontent_create"">
                点击创建一个新的科目类型.
              </p><p>
                科目类型用来说明在各个日记账中如何使用这个科目。
                科目类型的递延方法决定了该账户在年终结账时的处理流程。
                财务报表，如资产负债表、利润表，将会使用这个分类。
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_subscription_form,"<p class=""oe_view_nocontent_create"">
                Click to define a new recurring entry.
              </p><p>
                A recurring entry occurs on a recurrent basis from a specific
                date, i.e. corresponding to the signature of a contract or an
                agreement with a customer or a supplier. You can create such
                entries to automate the postings in the system.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                单击定义一个新的经常性日记帐分录.
              </p><p>
                经常性日记帐分录的产生是基于一种具体数据的
                重复发生，即，对于合同的同一个签署，或对于
                同一个客户，或同一个供应商的合同书，你可以
                创建一个这样的分录，让系统自动生成。
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_tax_code_list,"<p class=""oe_view_nocontent_create"">
                Click to define a new tax code.
              </p><p>
                Depending on the country, a tax code is usually a cell to fill
                in your legal tax statement. Odoo allows you to define the
                tax structure and each tax computation will be registered in
                one or several tax code.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                单击定义一个新的税号.
              </p><p>
                根据国家要求，是填写法定税报表通常以
                税号为单位，OpenERP 允许你定义
                税种组成，每种税的计算会计入
                一个或多个税号。
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_invoice_tree2,"<p class=""oe_view_nocontent_create"">
                Click to record a new supplier invoice.
              </p><p>
                You can control the invoice from your supplier according to
                what you purchased or received. Odoo can also generate
                draft invoices automatically from purchase orders or receipts.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                单击新建供应商发票。
              </p><p>
               你可以基于从供应商处采购或收到的货物来控制发票，OpenERP能够根据采购单或者收货单自动生成一张草稿状态的发票。
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_bank_statement_tree,"<p class=""oe_view_nocontent_create"">
                Click to register a bank statement.
              </p><p>
                A bank statement is a summary of all financial transactions
                occurring over a given period of time on a bank account. You
                should receive this periodicaly from your bank.
              </p><p>
                Odoo allows you to reconcile a statement line directly with
                the related sale or puchase invoices.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                单击登记一个空白银行对帐单。
              </p><p>
                银行对帐单是银行帐户在一定时间内产生的财务往来汇总，你应该周期从银行收到这样的对帐单。
              </p><p>
                OpenERP允许你直接与相关的销售或采购发票进行调节。
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_invoice_tree4,"<p class=""oe_view_nocontent_create"">
                Click to register a refund you received from a supplier.
              </p><p>
                Instead of creating the supplier refund manually, you can generate
                refunds and reconcile them directly from the related supplier invoice.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                单击记录你从供应商收到的退款.
              </p><p>
                不需要手工创建供应商退款，你可以从供应商发票生成退款，并且将它们直接关联。
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_account_fiscalyear,"<p class=""oe_view_nocontent_create"">
                Click to start a new fiscal year.
              </p><p>
                Define your company's financial year according to your needs. A
                financial year is a period at the end of which a company's
                accounts are made up (usually 12 months). The financial year is
                usually referred to by the date in which it ends. For example,
                if a company's financial year ends November 30, 2011, then
                everything between December 1, 2010 and November 30, 2011
                would be referred to as FY 2011.
              </p>
            ","单击建立新的财年.
              </p><p>
                根据需要定义公司的会计年度。会计年度通常是公司的账户最后结转的期间，通常是12个月。会计年度通常和结束日期有关。例如，假如一个公司的会计年度结束在2011年11月30日，那么在2010年12月1日至2011年11月30日的每一个交易会被记录到2011会计年度。              </p>
            "
account,model,"ir.actions.act_window,help",account.action_account_moves_all_a,"<p class=""oe_view_nocontent_create"">
                Select the period and the journal you want to fill.
              </p><p>
                This view can be used by accountants in order to quickly record
                entries in Odoo. If you want to record a supplier invoice,
                start by recording the line of the expense account. Odoo
                will propose to you automatically the Tax related to this
                account and the counterpart ""Account Payable"".
              </p>
            ","<p class=""oe_view_nocontent_create"">
                选择期间和你要填写的分录。
              </p><p>
                会计人员可以此界面快速录入分类帐到OpenERP，如果你想录入
                供应商发票，可先录入费用科目，OpenERP会自动提示和此科目相关的税种和对方""应付科目""。
              </p>
            "
account,model,"ir.actions.act_window,help",account.action_bank_tree,"<p class=""oe_view_nocontent_create"">
            Click to setup a new bank account. 
          </p><p>
            Configure your company's bank account and select those that must
            appear on the report footer.
          </p><p>
            If you use the accounting application of Odoo, journals and
            accounts will be created automatically based on these data.
          </p>
        ","<p class=""oe_view_nocontent_create"">
           单击设置一个新的银行账户。 
          </p><p>
            配置贵公司的银行账户，并选择在报表脚注必须显示的账户。
          </p><p>
           若使用OpenERP的会计应用,分录和科目将按这些数据自动创建。
          </p>
        "
account,model,"ir.actions.act_window,help",account.action_account_manual_reconcile,"<p>
                    No journal items found.
                </p>
            ","<p>
                    分类账项目未找到.
                </p>
            "
account,model,"ir.actions.act_window,help",account.action_account_analytic_account_tree2,"<p>
                Click to add a new analytic account.
              </p><p>
                The normal chart of accounts has a structure defined by the
                legal requirement of the country. The analytic chart of
                accounts structure should reflect your own business needs in
                term of costs/revenues reporting.
              </p><p>
                They are usually structured by contracts, projects, products or
                departements. Most of the Odoo operations (invoices,
                timesheets, expenses, etc) generate analytic entries on the
                related account.
              </p>
            ","<p>
                单击添加一个新的分析账户.
              </p><p>
                正规的会计科目表
                有国家法定要求的内容，帐户的分析
                科目应反映企业自身的业务
                成本/收入分析和报表的需要。
              </p><p>
                它们通常由合同、项目、产品或
                部门构成。多数的OpenERP运用程序（发票、
                计工单、费用等）会在
                相关的帐户生成分析分录。
              </p>
            "
account,view,account.bank.statement,account.view_bank_statement_form2,= Theoretical Closing Balance,=理论的期末余额
account,model,"ir.model,name",account.model_temp_range,A Temporary table used for Dashboard view,用于控制面板视图的临时表
account,model,"ir.actions.act_window,help",account.action_account_period_tree,"A period is a fiscal period of time during which accounting entries should be recorded for accounting related activities. Monthly period is the norm but depending on your countries or company needs, you could also have quarterly periods. Closing a period will make it impossible to record new accounting entries, all new entries should then be made on the following open period. Close a period when you do not want to record new entries and want to lock this period for tax related calculation.",会计期间是对会计记录人为规定的时间段。一般按月分期，按贵公司所在国家的需要也可以按季度分期。关闭的会计期间不能继续记账，只能记账在后面的会计期间。如果希望不能创建新的凭证或发生税额变动请关闭会计期间。
account,code,addons/account/account_bank_statement.py,743,A selected move line was already reconciled.,发票已经被调节
account,sql_constraint,account.fiscal.position.tax,0,A tax fiscal position could be defined only once time on same taxes.,同样的税上面一次只能定义一个税务替换规则。
account,view,website,account.report_centraljournal,A/C No.,A/C 号
account,view,account.entries.report,account.view_account_entries_report_search,Acc.Type,科目类型
account,view,account.account,account.view_account_form,Account,科目
account,view,account.account,account.view_account_search,Account,科目
account,field,"account.automatic.reconcile,writeoff_acc_id",0,Account,科目
account,field,"account.bank.statement.line,account_id",0,Account,科目
account,field,"account.entries.report,account_id",0,Account,科目
account,field,"account.invoice,account_id",0,Account,科目
account,field,"account.invoice.line,account_id",0,Account,科目
account,field,"account.invoice.report,account_id",0,Account,科目
account,field,"account.journal,account_control_ids",0,Account,科目
account,field,"account.model.line,account_id",0,Account,科目
account,view,account.move.line,account.view_account_move_line_filter,Account,科目
account,field,"account.move.line,account_id",0,Account,科目
account,field,"account.move.line.reconcile.select,account_id",0,Account,科目
account,field,"account.move.line.unreconcile.select,account_id",0,Account,科目
account,field,"account.statement.operation.template,account_id",0,Account,科目
account,code,addons/account/static/src/js/account_widgets.js,59,Account,科目
account,code,addons/account/static/src/js/account_widgets.js,65,Account,科目
account,code,addons/account/static/src/xml/account_bank_statement_reconciliation.xml,139,Account,科目
account,code,addons/account/static/src/xml/account_bank_statement_reconciliation.xml,162,Account,科目
account,view,analytic.entries.report,account.view_analytic_entries_report_search,Account,科目
account,field,"analytic.entries.report,account_id",0,Account,科目
account,model,"ir.model,name",account.model_account_account,Account,科目
account,field,"report.account.sales,account_id",0,Account,科目
account,view,website,account.report_journal,Account,科目
account,view,website,account.report_partnerledger,Account,科目
account,view,website,account.report_partnerledgerother,Account,科目
account,view,website,account.report_salepurchasejournal,Account,科目
account,view,website,account.report_trialbalance,Account,科目
account,model,"ir.model,name",account.model_account_aged_trial_balance,Account Aged Trial balance Report,科目的试算平衡报告
account,model,"ir.model,name",account.model_account_analytic_balance,Account Analytic Balance,科目分析余额
account,model,"ir.model,name",account.model_account_analytic_chart,Account Analytic Chart,科目分析表
account,model,"ir.model,name",account.model_account_analytic_cost_ledger,Account Analytic Cost Ledger,科目分析成本总账
account,model,"ir.model,name",account.model_account_analytic_cost_ledger_journal_report,Account Analytic Cost Ledger For Journal Report,分类账报告的科目分析成本总账
account,model,"ir.model,name",account.model_account_analytic_inverted_balance,Account Analytic Inverted Balance,科目分析反向余额
account,model,"ir.model,name",account.model_account_analytic_journal_report,Account Analytic Journal,科目分析分类账
account,model,"ir.actions.act_window,name",account.action_account_automatic_reconcile,Account Automatic Reconcile,科目自动调节
account,field,"account.tax,base_code_id",0,Account Base Code,税基编码
account,model,"ir.actions.act_window,name",account.action_account_central_journal,Account Central Journal,科目中央分类账
account,model,"ir.model,name",account.model_account_central_journal,Account Central Journal,科目中央分类账
account,view,account.account,account.view_account_form,Account Code and Name,科目代码和名称
account,model,"ir.model,name",account.model_account_common_account_report,Account Common Account Report,科目共通科目报告
account,model,"ir.model,name",account.model_account_common_journal_report,Account Common Journal Report,科目共通分类账报告
account,model,"ir.model,name",account.model_account_common_partner_report,Account Common Partner Report,科目共通业务伙伴报告
account,model,"ir.model,name",account.model_account_common_report,Account Common Report,科目共通报告
account,field,"account.analytic.line,currency_id",0,Account Currency,外币金额
account,field,"account.fiscal.position.account,account_dest_id",0,Account Destination,替代科目
account,field,"account.fiscal.position.account.template,account_dest_id",0,Account Destination,替代科目
account,view,account.move,account.view_move_form,Account Entry,科目分录
account,model,"ir.model,name",account.model_account_move,Account Entry,科目分录
account,model,"ir.actions.act_window,name",account.action_account_general_journal,Account General Journal,科目总账分类账
account,model,"ir.model,name",account.model_account_general_journal,Account General Journal,科目总账分类账
account,view,account.journal,account.view_account_journal_form,Account Journal,科目分类账
account,view,account.journal,account.view_account_journal_tree,Account Journal,科目分类账
account,field,"res.partner.bank,journal_id",0,Account Journal,科目分类账
account,model,"ir.model,name",account.model_account_journal_select,Account Journal Select,科目分类账选择
account,field,"account.invoice.report,account_line_id",0,Account Line,发票明细
account,view,account.fiscal.position,account.view_account_position_form,Account Mapping,科目映射
account,field,"account.fiscal.position,account_ids",0,Account Mapping,科目映射
account,field,"account.fiscal.position.template,account_ids",0,Account Mapping,科目映射
account,field,"account.use.model,model",0,Account Model,科目模型
account,model,"ir.model,name",account.model_account_model,Account Model,科目模型
account,model,"ir.model,name",account.model_account_model_line,Account Model Entries,科目模型分录
account,view,website,account.report_analyticbalance,Account Name,科目名称
account,view,website,account.report_centraljournal,Account Name,科目名称
account,view,website,account.report_invertedanalyticbalance,Account Name,科目名称
account,field,"account.bank.accounts.wizard,acc_name",0,Account Name.,科目名称
account,model,"ir.model,name",account.model_account_partner_ledger,Account Partner Ledger,业务伙伴会计分类账(往来帐)
account,field,"res.partner,property_account_payable",0,Account Payable,应付科目
account,view,account.period,account.view_account_period_form,Account Period,期间
account,model,"ir.actions.act_window,name",account.action_account_print_journal,Account Print Journal,打印分类账
account,model,"ir.model,name",account.model_account_print_journal,Account Print Journal,打印分类账
account,view,product.category,account.view_category_property_form,Account Properties,科目属性
account,field,"res.partner,property_account_receivable",0,Account Receivable,应收科目
account,model,"ir.model,name",account.model_account_move_reconcile,Account Reconciliation,科目调节
account,view,account.financial.report,account.view_account_financial_report_form,Account Report,科目报告
account,view,account.financial.report,account.view_account_financial_report_search,Account Report,科目报告
account,view,account.financial.report,account.view_account_financial_report_tree,Account Report,科目报告
account,field,"account.financial.report,children_ids",0,Account Report,科目报告
account,model,"ir.model,name",account.model_account_financial_report,Account Report,科目报告
account,field,"accounting.report,account_report_id",0,Account Reports,财务报告
account,model,"ir.ui.menu,name",account.menu_account_financial_reports_tree,Account Reports,财务报告
account,view,account.financial.report,account.view_account_report_tree_hierarchy,Account Reports Hierarchy,会计报告层级
account,model,"ir.ui.menu,name",account.menu_account_report_tree_hierarchy,Account Reports Hierarchy,会计报告层级
account,field,"account.fiscal.position.account,account_src_id",0,Account Source,源科目
account,field,"account.fiscal.position.account.template,account_src_id",0,Account Source,源科目
account,model,"ir.actions.act_window,name",account.action_account_state_open,Account State Open,科目状态打开
account,model,"ir.model,name",account.model_account_state_open,Account State Open,科目状态打开
account,view,account.account,account.account_account_graph,Account Statistics,科目统计
account,view,account.bank.statement,account.account_cash_statement_graph,Account Statistics,科目统计
account,view,account.move.line,account.account_move_line_graph,Account Statistics,科目统计
account,view,account.subscription,account.view_subscription_search,Account Subscription,科目订阅
account,model,"ir.model,name",account.model_account_subscription,Account Subscription,科目订阅
account,model,"ir.model,name",account.model_account_subscription_line,Account Subscription Line,科目订阅明细
account,view,account.tax,account.view_tax_form,Account Tax,帐户税
account,view,account.tax,account.view_tax_tree,Account Tax,帐户税
account,field,"account.tax,tax_code_id",0,Account Tax Code,税编码
account,view,account.tax.code,account.view_tax_code_form,Account Tax Code,税编码
account,view,account.tax.code,account.view_tax_code_search,Account Tax Code,税编码
account,view,account.tax.code,account.view_tax_code_tree,Account Tax Code,税编码
account,view,account.tax.code.template,account.view_tax_code_template_form,Account Tax Code Template,税编码模板
account,view,account.tax.code.template,account.view_tax_code_template_tree,Account Tax Code Template,税编码模板
account,model,"ir.actions.act_window,name",account.action_account_vat_declaration,Account Tax Declaration,会计税务申报
account,view,account.tax.template,account.view_account_tax_template_form,Account Tax Template,税模板
account,view,account.tax.template,account.view_account_tax_template_tree,Account Tax Template,税模板
account,view,account.account.template,account.view_account_template_form,Account Template,科目模板
account,view,account.account.template,account.view_account_template_search,Account Template,科目模板
