module,type,name,res_id,src,value
base,model,"ir.module.module,description",base.module_test_documentation_examples,"
    Contains pieces of code to be used as technical documentation examples
    (via the ``literalinclude`` directive) in situations where they can be
    syntax-checked and tested.
    ","
    Contains pieces of code to be used as technical documentation examples
    (via the ``literalinclude`` directive) in situations where they can be
    syntax-checked and tested.
    "
base,model,"ir.module.module,description",base.module_website_certification,"
    Display your network of certified people on your website
    ","
    Display your network of certified people on your website
    "
base,model,"ir.module.module,description",base.module_procurement_jit_stock,"
    If you install this module, it can make sure that not only
    the ship of pick-pack-ship will be created in batch, but
    the pick and the pack also.  (which will dramatically improve performance)

    Will be removed from Saas-6 and will be put in procurement_jit
    over there, where procurement_jit will depend on stock
    ","
    If you install this module, it can make sure that not only
    the ship of pick-pack-ship will be created in batch, but
    the pick and the pack also.  (which will dramatically improve performance)

    Will be removed from Saas-6 and will be put in procurement_jit
    over there, where procurement_jit will depend on stock
    "
base,model,"ir.module.module,description",base.module_mrp_operations_time_control,"
    Manufacturing operations time control
    ","
    Manufacturing operations time control
    "
base,model,"ir.module.module,description",base.module_product_purchase_warrant,"
    Sets a purchase warranty term on product supplier info,
    and apply it on incoming lots for this product and supplier
    ","
    Sets a purchase warranty term on product supplier info,
    and apply it on incoming lots for this product and supplier
    "
base,model,"ir.module.module,description",base.module_pos_product_lot,"
    Split lot product in POS interface
    ","
    Split lot product in POS interface
    "
base,model,"ir.module.module,description",base.module_base_partner_references,"
    This module adds :
    * A customer reference code when the partner is supplier
    * A supplier reference code when the partner is customer

    All this data is from the partner
    ","
    This module adds :
    * A customer reference code when the partner is supplier
    * A supplier reference code when the partner is customer

    All this data is from the partner
    "
base,model,"ir.module.module,description",base.module_partner_risk_insurance,"
    This module adds a new tab in the partner form to introduce risk insurance
     information.
","
    This module adds a new tab in the partner form to introduce risk insurance
     information.
"
base,model,"ir.module.module,description",base.module_product_last_mrp_info,"
    This module adds new calculate fields in product:
        - Last manufacturing order cost
        - Last manufacturing order date
    ","
    This module adds new calculate fields in product:
        - Last manufacturing order cost
        - Last manufacturing order date
    "
base,model,"ir.module.module,description",base.module_account_treasury_forecast_cashflow,"
    This module adds two new treasury forecast types:
        - Receivable payments
        - Cash-Flow: Input and Output
    ","
    This module adds two new treasury forecast types:
        - Receivable payments
        - Cash-Flow: Input and Output
    "
base,model,"ir.module.module,description",base.module_crm_claim_links,"
    This module adds:

    - A link to crm claims in the stock pickings
    - A link to crm claims in repair orders
    - A Field for Supplier Stock Picking Reference in stock picking Receipts
    - For each crm claim, its associated Stock Pickings and repair orders list
    - For any product return it must have a crm claim linked.
    ","
    This module adds:

    - A link to crm claims in the stock pickings
    - A link to crm claims in repair orders
    - A Field for Supplier Stock Picking Reference in stock picking Receipts
    - For each crm claim, its associated Stock Pickings and repair orders list
    - For any product return it must have a crm claim linked.
    "
base,model,"ir.module.module,description",base.module_mrp_byproduct_operations,"
    This module allows to add the operation on BoM where the secondary products
    will be produced.
    ","
    This module allows to add the operation on BoM where the secondary products
    will be produced.
    "
base,model,"ir.module.module,description",base.module_mrp_bom_component_change,"
    This module allows to change massively one component by another on a list
    of BoMs.
    ","
    This module allows to change massively one component by another on a list
    of BoMs.
    "
base,model,"ir.module.module,description",base.module_mrp_production_editable_scheduled_products,"
    This module allows to edit production order to add more scheduled products.
    ","
    This module allows to edit production order to add more scheduled products.
    "
base,model,"ir.module.module,description",base.module_purchase_order_last_prices,"
    This module allows to know the product last prices in a purchase order.
    ","
    This module allows to know the product last prices in a purchase order.
    "
base,model,"ir.module.module,description",base.module_sale_order_last_prices,"
    This module allows to know the product last prices in a sale order.
    ","
    This module allows to know the product last prices in a sale order.
    "
base,model,"ir.module.module,description",base.module_product_pricelist_import,"
    This module allows to load product price list from a file.
    The file format must have these colummns:

    keys = ['code', 'info', 'price', 'discount_1', 'discount_2', 'retail',
    'pdv1', 'pdv2']
    ","
    This module allows to load product price list from a file.
    The file format must have these colummns:

    keys = ['code', 'info', 'price', 'discount_1', 'discount_2', 'retail',
    'pdv1', 'pdv2']
    "
base,model,"ir.module.module,description",base.module_hr_skill,"
    This module allows you to manage your company and employees skills.
    ","
    This module allows you to manage your company and employees skills.
    "
base,model,"ir.module.module,description",base.module_hr_language,"
    This module allows you to manage your employee languages.
    ","
    This module allows you to manage your employee languages.
    "
base,model,"ir.module.module,description",base.module_hr_resume,"
    This module allows you to manage your employee resumes.
    ","
    This module allows you to manage your employee resumes.
    "
base,model,"ir.module.module,description",base.module_mrp_final_product_lot,"
    This module automatically creates the lot to the final product of the
    production order.

    In the MRP production object, two new fields are added: Manual Production
    Lot of type char, and Concatenate Lots Components of type boolean.

    The lot code is generated:

    1.- If the new field Manual Production lot has value: This data, if not the
        order number.
    2.- If the check Concatenate Lots Components, this clicked, to the previous
        point code is concatenated all lot numbers of all components used to
        make the final product.
    ","
    This module automatically creates the lot to the final product of the
    production order.

    In the MRP production object, two new fields are added: Manual Production
    Lot of type char, and Concatenate Lots Components of type boolean.

    The lot code is generated:

    1.- If the new field Manual Production lot has value: This data, if not the
        order number.
    2.- If the check Concatenate Lots Components, this clicked, to the previous
        point code is concatenated all lot numbers of all components used to
        make the final product.
    "
base,model,"ir.module.module,description",base.module_machine_purchase_asset,"
    This module links assets with machines if the created product asset is a
    machine.
    ","
    This module links assets with machines if the created product asset is a
    machine.
    "
base,model,"ir.module.module,description",base.module_mrp_procurements_plan,"
    This module performs the following:

    1.- Inherit the module 'procurements_plan'.
    2.- In mrp.production object, has added a new field: Plan.

    When procurements run from the plan, all Procurements, purchases, and
    generated MRP Productions, be associated with the plan.

    ","
    This module performs the following:

    1.- Inherit the module 'procurements_plan'.
    2.- In mrp.production object, has added a new field: Plan.

    When procurements run from the plan, all Procurements, purchases, and
    generated MRP Productions, be associated with the plan.

    "
base,model,"ir.module.module,description",base.module_procurements_plan,"
    This module performs the following:

    1.- This module creates the new object Procurement Plan, with these fields:

        1.1.- Description, type char.
        1.2.- Sequence, type char. It has created a new sequence to this new
              object, this field will be calculated automatically.
        1.3.- From date, type date. Condition for select procurements.
        1.4.- To date, type date. Condition for select procurements.
        1.5.- Project, type many2one to project object, is required.
        1.6.- Procurements, type one2many. Procurements to treat. May be
              imported procurements that are between the dates of points 1.3,
              and 1.4, with state 'running', or 'confirmed'.
        1.7.- Purchases, type one2many. Purchases generated by executing the
              Plan Procurements.

        When procurements run from the plan, all Procurements and generated
        purchases, be associated with the plan.

    2.- In procurement.order object, has added a new field: Plan.
    3.- In purchase.order object, has added a nes field: Plan.
    ","
    This module performs the following:

    1.- This module creates the new object Procurement Plan, with these fields:

        1.1.- Description, type char.
        1.2.- Sequence, type char. It has created a new sequence to this new
              object, this field will be calculated automatically.
        1.3.- From date, type date. Condition for select procurements.
        1.4.- To date, type date. Condition for select procurements.
        1.5.- Project, type many2one to project object, is required.
        1.6.- Procurements, type one2many. Procurements to treat. May be
              imported procurements that are between the dates of points 1.3,
              and 1.4, with state 'running', or 'confirmed'.
        1.7.- Purchases, type one2many. Purchases generated by executing the
              Plan Procurements.

        When procurements run from the plan, all Procurements and generated
        purchases, be associated with the plan.

    2.- In procurement.order object, has added a new field: Plan.
    3.- In purchase.order object, has added a nes field: Plan.
    "
base,model,"ir.module.module,description",base.module_mrp_bom_by_percentage,"
    This module performs the following:

    Include in the header of the Bom list, two new fields:

        1.- Produce by percentage: Type boolean, when you check this new field,
            the quantity to be produced is 100, and the field 'amount to
            produce' will be invisible.

        2.- QTY to consume. Calculated field. Displays the sum of all amounts
            to consume.

    If the BoM list is by_percentage, will be validated that the new field
    'QTY to consume' is not greater than 100.
    ","
    This module performs the following:

    Include in the header of the Bom list, two new fields:

        1.- Produce by percentage: Type boolean, when you check this new field,
            the quantity to be produced is 100, and the field 'amount to
            produce' will be invisible.

        2.- QTY to consume. Calculated field. Displays the sum of all amounts
            to consume.

    If the BoM list is by_percentage, will be validated that the new field
    'QTY to consume' is not greater than 100.
    "
base,model,"ir.module.module,description",base.module_partner_control_fields_view,"
    This module shows the automatic fields ""created by"" and ""last updated by""
    in partner views.
    ","
    This module shows the automatic fields ""created by"" and ""last updated by""
    in partner views.
    "
base,model,"ir.module.module,description",base.module_product_barcode_generator,"
    This module will add a function which leads to an automatic generation of EAN13 for products
    
    You will have to define the company default value (6 firsts number of EAN13) then the 6 next number the sequence.
    The 13rd is the key of the EAN13, this will be automatically computed.
    ","
    This module will add a function which leads to an automatic generation of EAN13 for products
    
    You will have to define the company default value (6 firsts number of EAN13) then the 6 next number the sequence.
    The 13rd is the key of the EAN13, this will be automatically computed.
    "
base,model,"ir.module.module,description",base.module_account_treasury_forecast_cashflow_banking,"
    This module:
    Sorts receivable payments and Cash-Flow records by payment mode.
    Extends Treasury Forecast Analysis Report for receivable payment and
    Cash-Flow record management.
    ","
    This module:
    Sorts receivable payments and Cash-Flow records by payment mode.
    Extends Treasury Forecast Analysis Report for receivable payment and
    Cash-Flow record management.
    "
base,model,"ir.module.module,description",base.module_account_treasury_forecast_banking,"
    This module:
    Sorts the treasury forecast records by payment mode.
    Creates new Treasury Forecast Analysis Report.
    ","
    This module:
    Sorts the treasury forecast records by payment mode.
    Creates new Treasury Forecast Analysis Report.
    "
base,model,"ir.module.module,description",base.module_mrp_machine_relation,"
    This modules links mrp.workcenters and machines. Also adds the machine
    users to the workcenter operators.
    ","
    This modules links mrp.workcenters and machines. Also adds the machine
    users to the workcenter operators.
    "
base,model,"ir.module.module,description",base.module_stock_inventory_import,"
    Wizard to import Inventory from a CSV file
    The file must have at least 2 columns with ""code"" and ""quantity"" Head Keys.
    You can also add a third column with Key ""location"" to add product location
    (if not defined, default inventory location will be used)
    You can also add a fourth column with Key ""lot"" to add a product lot.
    ","
    Wizard to import Inventory from a CSV file
    The file must have at least 2 columns with ""code"" and ""quantity"" Head Keys.
    You can also add a third column with Key ""location"" to add product location
    (if not defined, default inventory location will be used)
    You can also add a fourth column with Key ""lot"" to add a product lot.
    "
base,model,"ir.module.module,description",base.module_report_intrastat,"
A module that adds intrastat reports.
=====================================

This module gives the details of the goods traded between the countries of
European Union.","
A module that adds intrastat reports.
=====================================

This module gives the details of the goods traded between the countries of
European Union."
base,model,"ir.module.module,description",base.module_account_accountant,"
Accounting Access Rights
========================
It gives the Administrator user access to all accounting features such as journal items and the chart of accounts.

It assigns manager and user access rights to the Administrator and only user rights to the Demo user. 
","
会计访问权限管理

========================

此模块用来管理所有会计功能的访问权限，如凭证行归类（journal items）和会计科目（chart of accounts）等。

默认设置管理员（Administrator）拥有经理和一般用户的访问权限，而演示用户（Demo user）仅拥有一般用户的权限。 
"
base,model,"ir.module.module,description",base.module_l10n_be_hr_payroll_account,"
Accounting Data for Belgian Payroll Rules.
==========================================
    ","
比利时薪酬规则的会计数据。
==========================================
    "
base,model,"ir.module.module,description",base.module_account,"
Accounting and Financial Management.
====================================

Financial and accounting module that covers:
--------------------------------------------
    * General Accounting
    * Cost/Analytic accounting
    * Third party accounting
    * Taxes management
    * Budgets
    * Customer and Supplier Invoices
    * Bank statements
    * Reconciliation process by partner

Creates a dashboard for accountants that includes:
--------------------------------------------------
    * List of Customer Invoices to Approve
    * Company Analysis
    * Graph of Treasury

Processes like maintaining general ledgers are done through the defined Financial Journals (entry move line or grouping is maintained through a journal) 
for a particular financial year and for preparation of vouchers there is a module named account_voucher.
    ","
Accounting and Financial Management.
====================================

Financial and accounting module that covers:
--------------------------------------------
    * General Accounting
    * Cost/Analytic accounting
    * Third party accounting
    * Taxes management
    * Budgets
    * Customer and Supplier Invoices
    * Bank statements
    * Reconciliation process by partner

Creates a dashboard for accountants that includes:
--------------------------------------------------
    * List of Customer Invoices to Approve
    * Company Analysis
    * Graph of Treasury

Processes like maintaining general ledgers are done through the defined Financial Journals (entry move line or grouping is maintained through a journal) 
for a particular financial year and for preparation of vouchers there is a module named account_voucher.
    "
base,model,"ir.module.module,description",base.module_hr_accrual,"
Accruals
========

An Accrual is any benefit (usually time) that accrues on behalf of an employee over an extended
period of time. This can be vacation days, sick days, or a simple time bank. The actual policy
and mechanics of accrual should be handled by other modules. This module only provides
the basic framework for recording the data.
    ","
Accruals
========

An Accrual is any benefit (usually time) that accrues on behalf of an employee over an extended
period of time. This can be vacation days, sick days, or a simple time bank. The actual policy
and mechanics of accrual should be handled by other modules. This module only provides
the basic framework for recording the data.
    "
base,model,"ir.module.module,description",base.module_hr_payslip_amendment,"
Add Amendments to Current and Future Pay Slips
==============================================
    ","
Add Amendments to Current and Future Pay Slips
==============================================
    "
base,model,"ir.module.module,description",base.module_sale_order_dates,"
Add additional date information to the sales order.
===================================================

You can add the following additional dates to a sales order:
------------------------------------------------------------
    * Requested Date (will be used as the expected date on pickings)
    * Commitment Date
    * Effective Date
","
Add additional date information to the sales order.
===================================================

You can add the following additional dates to a sales order:
------------------------------------------------------------
    * Requested Date (will be used as the expected date on pickings)
    * Commitment Date
    * Effective Date
"
base,model,"ir.module.module,description",base.module_sale_order_line_dates,"
Add additional date information to the sales order.
===================================================
You can add the following additional dates to a sales order lines:
------------------------------------------------------------------
    * Requested Date
    ","
Add additional date information to the sales order.
===================================================
You can add the following additional dates to a sales order lines:
------------------------------------------------------------------
    * Requested Date
    "
base,model,"ir.module.module,description",base.module_hr_contract,"
Add all information on the employee form to manage contracts.
=============================================================

    * Contract
    * Place of Birth,
    * Medical Examination Date
    * Company Vehicle

You can assign several contracts per employee.
    ","
Add all information on the employee form to manage contracts.
=============================================================

    * Contract
    * Place of Birth,
    * Medical Examination Date
    * Company Vehicle

You can assign several contracts per employee.
    "
base,model,"ir.module.module,description",base.module_product_email_template,"
Add email templates to products to be send on invoice confirmation
==================================================================

With this module, link your products to a template to send complete information and tools to your customer.
For instance when invoicing a training, the training agenda and materials will automatically be sent to your customers.'
    ","
Add email templates to products to be send on invoice confirmation
==================================================================

With this module, link your products to a template to send complete information and tools to your customer.
For instance when invoicing a training, the training agenda and materials will automatically be sent to your customers.'
    "
base,model,"ir.module.module,description",base.module_product_margin,"
Adds a reporting menu in products that computes sales, purchases, margins and other interesting indicators based on invoices.
=============================================================================================================================

The wizard to launch the report has several options to help you get the data you need.
","
在产品上添加了一个报表菜单，用于根据发票计算销售、采购、利润和其他有趣的指标。
"
base,model,"ir.module.module,description",base.module_pad,"
Adds enhanced support for (Ether)Pad attachments in the web client.
===================================================================

Lets the company customize which Pad installation should be used to link to new
pads (by default, http://etherpad.com/).
    ","
Adds enhanced support for (Ether)Pad attachments in the web client.
===================================================================

Lets the company customize which Pad installation should be used to link to new
pads (by default, http://etherpad.com/).
    "
base,model,"ir.module.module,description",base.module_auth_oauth,"
Allow users to login through OAuth2 Provider.
=============================================
","
允许用户通过 OAuth2 提供者登录。
=============================================
"
base,model,"ir.module.module,description",base.module_auth_openid,"
Allow users to login through OpenID.
====================================
","
允许用户通过OpenID 登录
====================================
"
base,model,"ir.module.module,description",base.module_auth_signup,"
Allow users to sign up and reset their password
===============================================
    ","
允许用户注册并且复位他们的密码
===============================================
    "
base,model,"ir.module.module,description",base.module_account_cancel,"
Allows canceling accounting entries.
====================================

This module adds 'Allow Canceling Entries' field on form view of account journal.
If set to true it allows user to cancel entries & invoices.
    ","
允许取消分录
====================================

This module adds 'Allow Canceling Entries' field on form view of account journal.
If set to true it allows user to cancel entries & invoices.
    "
base,model,"ir.module.module,description",base.module_tg_pos_packs,"
Allows the creation of products as Packs that can contain products with variants.
=====================================================================================

Building a Pack :
-------------------

- Create a product as usual and name it, say Pack1
- Check Custom Pack checkbox
- Type of product should be set to Service automatically
- Go on Pack tab
- Add templates products grouped by index :  each group of templates will be displayed in a list in POS
- That's all 

Packs are avaiable in POS :
-------------------

Packs are avaiable in POS as usual products (visualy).

When you select a pack, a new screen is displayed and you can select one template for each group, the select the needed variant you set previously.

Pack is added to caddie as well as its products, but thoses products prices are set to 0.00 as well as on receipt.

This way, you can set a reduced price for the pack , even if the sumn of each products may be superior. (This is for what packs are made), 
but also, you can build your pack on-demand, by making groups of templates .
    ","
Allows the creation of products as Packs that can contain products with variants.
=====================================================================================

Building a Pack :
-------------------

- Create a product as usual and name it, say Pack1
- Check Custom Pack checkbox
- Type of product should be set to Service automatically
- Go on Pack tab
- Add templates products grouped by index :  each group of templates will be displayed in a list in POS
- That's all 

Packs are avaiable in POS :
-------------------

Packs are avaiable in POS as usual products (visualy).

When you select a pack, a new screen is displayed and you can select one template for each group, the select the needed variant you set previously.

Pack is added to caddie as well as its products, but thoses products prices are set to 0.00 as well as on receipt.

This way, you can set a reduced price for the pack , even if the sumn of each products may be superior. (This is for what packs are made), 
but also, you can build your pack on-demand, by making groups of templates .
    "
base,model,"ir.module.module,description",base.module_delivery,"
Allows you to add delivery methods in sale orders and picking.
==============================================================

You can define your own carrier and delivery grids for prices. When creating 
invoices from picking, OpenERP is able to add and compute the shipping line.
","
销售订单和包装单可以让你添加的交货方式。

==============================================================

当从调拨创建发票时，你可以自定义的物流路线的价格。openerp能够按定义好路线的来计算。
"
base,model,"ir.module.module,description",base.module_l10n_ar,"
Argentinian accounting chart and tax localization.
==================================================

Plan contable argentino e impuestos de acuerdo a disposiciones vigentes

    ","
Argentinian accounting chart and tax localization.
==================================================

Plan contable argentino e impuestos de acuerdo a disposiciones vigentes

    "
base,model,"ir.module.module,description",base.module_website_forum,"
Ask questions, get answers, no distractions
        ","
Ask questions, get answers, no distractions
        "
base,model,"ir.module.module,description",base.module_account_test,"
Asserts on accounting.
======================
With this module you can manually check consistencies and inconsistencies of accounting module from menu Reporting/Accounting/Accounting Tests.

You can write a query in order to create Consistency Test and you will get the result of the test 
in PDF format which can be accessed by Menu Reporting -> Accounting Tests, then select the test 
and print the report from Print button in header area.
","
Asserts on accounting.
======================
With this module you can manually check consistencies and inconsistencies of accounting module from menu Reporting/Accounting/Accounting Tests.

You can write a query in order to create Consistency Test and you will get the result of the test 
in PDF format which can be accessed by Menu Reporting -> Accounting Tests, then select the test 
and print the report from Print button in header area.
"
base,model,"ir.module.module,description",base.module_hr_job_categories,"
Attach Categories (Tags) to Employees Based on Job Position
===========================================================

This module is useful for tagging employees based on their job positions. For example,
all Supervisors could be attached to the Supervisors category. Define which categries
a job belongs to in the configuration for the job. When an employee is assigned a particular
job the categories attached to that job will be attached to the employee record as well.
    ","
Attach Categories (Tags) to Employees Based on Job Position
===========================================================

This module is useful for tagging employees based on their job positions. For example,
all Supervisors could be attached to the Supervisors category. Define which categries
a job belongs to in the configuration for the job. When an employee is assigned a particular
job the categories attached to that job will be attached to the employee record as well.
    "
base,model,"ir.module.module,description",base.module_hr_report_payroll_attendance_summary,"
Attendance Summary for the purposes of Payroll
==============================================

    ","
Attendance Summary for the purposes of Payroll
==============================================

    "
base,model,"ir.module.module,description",base.module_base_gengo,"
Automated Translations through Gengo API
========================================

This module will install passive scheduler job for automated translations 
using the Gengo API. To activate it, you must
1) Configure your Gengo authentication parameters under `Settings > Companies > Gengo Parameters`
2) Launch the wizard under `Settings > Application Terms > Gengo: Manual Request of Translation` and follow the wizard.

This wizard will activate the CRON job and the Scheduler and will start the automatic translation via Gengo Services for all the terms where you requested it.
    ","
Automated Translations through Gengo API
========================================

This module will install passive scheduler job for automated translations 
using the Gengo API. To activate it, you must
1) Configure your Gengo authentication parameters under `Settings > Companies > Gengo Parameters`
2) Launch the wizard under `Settings > Application Terms > Gengo: Manual Request of Translation` and follow the wizard.

This wizard will activate the CRON job and the Scheduler and will start the automatic translation via Gengo Services for all the terms where you requested it.
    "
base,model,"ir.module.module,description",base.module_sale_service,"
Automatically creates project tasks from procurement lines.
===========================================================

This module will automatically create a new task for each procurement order line
(e.g. for sale order lines), if the corresponding product meets the following
characteristics:

    * Product Type = Service
    * Procurement Method (Order fulfillment) = MTO (Make to Order)
    * Supply/Procurement Method = Manufacture

If on top of that a projet is specified on the product form (in the Procurement
tab), then the new task will be created in that specific project. Otherwise, the
new task will not belong to any project, and may be added to a project manually
later.

When the project task is completed or cancelled, the corresponding procurement
is updated accordingly. For example, if this procurement corresponds to a sale
order line, the sale order line will be considered delivered when the task is
completed.
","
Automatically creates project tasks from procurement lines.
===========================================================

This module will automatically create a new task for each procurement order line
(e.g. for sale order lines), if the corresponding product meets the following
characteristics:

    * Product Type = Service
    * Procurement Method (Order fulfillment) = MTO (Make to Order)
    * Supply/Procurement Method = Manufacture

If on top of that a projet is specified on the product form (in the Procurement
tab), then the new task will be created in that specific project. Otherwise, the
new task will not belong to any project, and may be added to a project manually
later.

When the project task is completed or cancelled, the corresponding procurement
is updated accordingly. For example, if this procurement corresponds to a sale
order line, the sale order line will be considered delivered when the task is
completed.
"
