module,type,name,res_id,src,value
product,code,addons/product/pricelist.py,215,"At least one pricelist has no active version !
Please create or activate one.","至少有一个价格表没有活动的版本！
请创建或激活一个。"
product,field,"product.attribute.line,attribute_id",0,Attribute,属性
product,field,"product.attribute.value,attribute_id",0,Attribute,属性
product,field,"product.attribute.value,price_extra",0,Attribute Price Extra,属性额外价格
product,field,"product.attribute.value,price_ids",0,Attribute Prices,属性价格
product,model,"ir.actions.act_window,name",product.variants_action,Attribute Values,属性值
product,model,"ir.ui.menu,name",product.menu_variants_action,Attribute Values,属性值
product,model,"ir.actions.act_window,name",product.attribute_action,Attributes,属性
product,model,"ir.ui.menu,name",product.menu_attribute_action,Attributes,属性
product,field,"product.product,attribute_value_ids",0,Attributes,属性
product,view,product.pricelist.item,product.product_pricelist_item_form_view,Base Price,基本价格
product,help,"product.pricelist.item,base",0,Base price for computation.,计算的基准价格
product,help,"product.template,list_price",0,Base price to compute the customer price. Sometimes called the catalog price.,计算客户报价的基准价格。也叫目录价格
product,field,"product.pricelist.item,base",0,Based on,基于
product,field,"product.product,image",0,Big-sized image,大尺寸图片
product,field,"product.uom,factor_inv",0,Bigger Ratio,更大比率
product,selection,"product.uom,uom_type",0,Bigger than the reference Unit of Measure,大于参考单位
product,selection,"product.ul,type",0,Box,Box
product,help,"product.uom,active",0,By unchecking the active field you can disable a unit of measure without deleting it.,如果您取消选定“可用”字段的话可以隐藏此计量单位而不删除它。
product,view,product.price_list,product.view_product_price_list,Calculate Product Price per Unit Based on Pricelist Version.,基于价格表版本计算产品单位价格
product,field,"product.template,rental",0,Can be Rent,可出租
product,view,product.template,product.product_template_search_view,Can be Sold,可销售
product,field,"product.template,sale_ok",0,Can be Sold,可销售
product,view,product.price_list,product.view_product_price_list,Cancel,取消
product,code,addons/product/product.py,215,Cannot change the category of existing Unit of Measure '%s'.,不能改变已有的计量单位'%s'的类别
product,view,product.template,product.product_template_search_view,Category,分类
product,field,"product.category,type",0,Category Type,类别类型
product,field,"product.category,child_id",0,Child Categories,子分类
product,field,"product.packaging,code",0,Code,编码
product,help,"product.template,uos_coeff",0,"Coefficient to convert default Unit of Measure to Unit of Sale
 uos = uom * coeff","从默认计量单位转换（UoM）到销售单位（UoS）的系数。
UoS = UoM * 系数"
product,field,"product.template,color",0,Color Index,颜色索引
product,field,"product.pricelist,company_id",0,Company,公司
product,field,"product.pricelist.item,company_id",0,Company,公司
product,field,"product.pricelist.version,company_id",0,Company,公司
product,field,"product.supplierinfo,company_id",0,Company,公司
product,field,"product.template,company_id",0,Company,公司
product,view,product.template,product.product_template_form_view,Configurations,配置
product,view,product.template,product.product_template_search_view,Consumable,可消耗
product,selection,"product.template,type",0,Consumable,可消耗
product,view,product.template,product.product_template_search_view,Consumable products,消耗性产品
product,help,"product.template,type",0,"Consumable: Will not imply stock management for this product. 
Stockable product: Will imply stock management for this product.","可消耗：不会为该产品进行库存管理
可库存产品：将为该产品进行库存管理"
product,help,"product.uom,category_id",0,Conversion between Units of Measure can only occur if they belong to the same category. The conversion will be made based on the ratios.,计量单位转换只能在同一个类型之间进行。转换基于比例
product,code,addons/product/product.py,182,Conversion from Product UoM %s to Default UoM %s is not possible as they both belong to different Category!.,产品单位 %s 与默认单位 %s 无法转换，二者属于不同的类别！
product,model,"product.price.type,name",product.standard_price,Cost Price,成本价
product,field,"product.template,standard_price",0,Cost Price,成本价
product,help,"product.template,standard_price",0,Cost price of the product template used for standard stock valuation in accounting and used as a base price on purchase orders. Expressed in the default unit of measure of the product.,Cost price of the product template used for standard stock valuation in accounting and used as a base price on purchase orders. Expressed in the default unit of measure of the product.
product,field,"pricelist.partnerinfo,create_uid",0,Created by,创建者
product,field,"product.attribute,create_uid",0,Created by,创建者
product,field,"product.attribute.line,create_uid",0,Created by,创建者
product,field,"product.attribute.price,create_uid",0,Created by,创建者
product,field,"product.attribute.value,create_uid",0,Created by,创建者
product,field,"product.category,create_uid",0,Created by,创建者
product,field,"product.packaging,create_uid",0,Created by,创建者
product,field,"product.price.history,create_uid",0,Created by,创建者
product,field,"product.price.type,create_uid",0,Created by,创建者
product,field,"product.price_list,create_uid",0,Created by,创建者
product,field,"product.pricelist,create_uid",0,Created by,创建者
product,field,"product.pricelist.item,create_uid",0,Created by,创建者
product,field,"product.pricelist.type,create_uid",0,Created by,创建者
product,field,"product.pricelist.version,create_uid",0,Created by,创建者
product,field,"product.product,create_uid",0,Created by,创建者
product,field,"product.supplierinfo,create_uid",0,Created by,创建者
product,field,"product.template,create_uid",0,Created by,创建者
product,field,"product.ul,create_uid",0,Created by,创建者
product,field,"product.uom,create_uid",0,Created by,创建者
product,field,"product.uom.categ,create_uid",0,Created by,创建者
product,field,"pricelist.partnerinfo,create_date",0,Created on,创建于
product,field,"product.attribute,create_date",0,Created on,创建于
product,field,"product.attribute.line,create_date",0,Created on,创建于
product,field,"product.attribute.price,create_date",0,Created on,创建于
product,field,"product.attribute.value,create_date",0,Created on,创建于
product,field,"product.category,create_date",0,Created on,创建于
product,field,"product.packaging,create_date",0,Created on,创建于
product,field,"product.price.history,create_date",0,Created on,创建于
product,field,"product.price.type,create_date",0,Created on,创建于
product,field,"product.price_list,create_date",0,Created on,创建于
product,field,"product.pricelist,create_date",0,Created on,创建于
product,field,"product.pricelist.item,create_date",0,Created on,创建于
product,field,"product.pricelist.type,create_date",0,Created on,创建于
product,field,"product.pricelist.version,create_date",0,Created on,创建于
product,field,"product.product,create_date",0,Created on,创建于
product,field,"product.supplierinfo,create_date",0,Created on,创建于
product,field,"product.template,create_date",0,Created on,创建于
product,field,"product.ul,create_date",0,Created on,创建于
product,field,"product.uom,create_date",0,Created on,创建于
product,field,"product.uom.categ,create_date",0,Created on,创建于
product,model,"ir.model,name",product.model_res_currency,Currency,币别
product,field,"product.price.type,currency_id",0,Currency,币别
product,field,"product.pricelist,currency_id",0,Currency,币别
product,view,website,product.report_pricelist,Currency,币别
product,field,"product.product,partner_ref",0,Customer ref,客户参考
product,help,"product.product,message_last_post",0,Date of the last message posted on the record.,发布到记录上的最后信息的日期
product,help,"product.template,message_last_post",0,Date of the last message posted on the record.,发布到记录上的最后信息的日期
product,model,"product.uom,name",product.product_uom_day,Day(s),天
product,model,"product.pricelist.version,name",product.ver0,Default Public Pricelist Version,默认的公共价格表版本
product,view,product.template,product.product_template_search_view,Default Unit of Measure,默认计量单位
product,help,"product.template,uom_id",0,Default Unit of Measure used for all stock operation.,所有库存操作的默认计量单位
product,help,"product.template,uom_po_id",0,Default Unit of Measure used for purchase orders. It must be in the same category than the default unit of measure.,采购单默认使用的计量单位。必须与默认计量单位位于同一类别。
product,field,"product.supplierinfo,delay",0,Delivery Lead Time,交货提前时间
product,field,"pricelist.partnerinfo,name",0,Description,说明
product,field,"product.packaging,name",0,Description,说明
product,field,"product.template,description",0,Description,说明
product,view,website,product.report_pricelist,Description,说明
product,view,product.template,product.product_template_form_view,Description for Quotations,报价单说明
product,view,product.template,product.product_template_form_view,Description for Suppliers,供应商说明
product,help,"product.attribute.value,sequence",0,Determine the display order,决定显示顺序
product,model,"product.uom,name",product.product_uom_dozen,Dozen(s),Dozen(s)
product,field,"product.packaging,ean",0,EAN,EAN
product,field,"product.product,ean13",0,EAN13 Barcode,EAN13 条码
product,field,"product.template,ean13",0,EAN13 Barcode,EAN13 条码
product,field,"product.ul,weight",0,Empty Package Weight,空包裹重量
product,field,"product.pricelist.version,date_end",0,End Date,结束日期
product,selection,"product.template,state",0,End of Lifecycle,生命周期结束
product,constraint,product.category,0,Error ! You cannot create recursive categories.,错误！您不能创建循环分类。
product,code,addons/product/product.py,182,Error!,Error!
product,constraint,product.pricelist.item,0,Error! The minimum margin should be lower than the maximum margin.,错误！最小利润要小于最大利润
product,constraint,product.pricelist.item,0,Error! You cannot assign the Main Pricelist as Other Pricelist in PriceList Item!,错误！你不能在价格表项目里指派这个主价格表作为其它价格表
product,constraint,res.currency,0,Error! You cannot define a rounding factor for the company's main currency that is smaller than the decimal precision of 'Account'.,错误！公司本位币的舍入系数不能定义得小于”科目“的小数位数
product,constraint,decimal.precision,0,Error! You cannot define the decimal precision of 'Account' as greater than the rounding factor of the company's main currency,错误，你不能定义 科目的小数位数大于 公司本位币的舍入系统。
product,constraint,product.packaging,0,Error: Invalid ean code,错误：无效的EAN编码
product,constraint,product.template,0,Error: The default Unit of Measure and the purchase Unit of Measure must be in the same category.,错误：默认的计量单位和采购计量单位必须是相同的类别
product,help,"product.pricelist.item,name",0,Explicit rule name for this pricelist line.,价格表明细的详细规则名称
product,help,"product.pricelist.version,date_start",0,First valid date for the version.,这个版本的第一个有效期
product,selection,"product.template,mes_type",0,Fixed,固定
product,field,"product.product,message_follower_ids",0,Followers,关注者
product,field,"product.template,message_follower_ids",0,Followers,关注者
product,help,"product.pricelist.item,min_quantity",0,"For the rule to apply, bought/sold quantity must be greater than or equal to the minimum quantity specified in this field.
Expressed in the default UoM of the product.","For the rule to apply, bought/sold quantity must be greater than or equal to the minimum quantity specified in this field.
Expressed in the default UoM of the product."
product,help,"product.template,packaging_ids",0,Gives the different ways to package the same product. This has no impact on the picking order and is mainly used if you use the EDI module.,指定同一产品的多种包装方式。此处与分拣单并不冲突且主要用于 EDI 模块。
product,help,"product.pricelist.item,sequence",0,Gives the order in which the pricelist items will be checked. The evaluation gives highest priority to lowest sequence and stops as soon as a matching item is found.,价格表检测的顺序。越小的序号将有越高的优先级进行条件匹配。
product,help,"product.packaging,sequence",0,Gives the sequence order when displaying a list of packaging.,显示包装信息的顺序号
product,help,"product.category,sequence",0,Gives the sequence order when displaying a list of product categories.,显示产品类别列表的顺序号
product,field,"product.template,weight",0,Gross Weight,毛重
product,view,product.template,product.product_template_search_view,Group by...,分组
product,field,"product.ul,height",0,Height,高度
product,field,"product.price.history,datetime",0,Historization Time,Historization Time
product,field,"product.price.history,cost",0,Historized Cost,Historized Cost
product,help,"product.product,message_summary",0,"Holds the Chatter summary (number of messages, ...). This summary is directly in html format in order to be inserted in kanban views.",记住交谈者的主要特征（信息的编号，。。。），此主要特征为html格式，以便插入看板视图。
product,help,"product.template,message_summary",0,"Holds the Chatter summary (number of messages, ...). This summary is directly in html format in order to be inserted in kanban views.",记住交谈者的主要特征（信息的编号，。。。），此主要特征为html格式，以便插入看板视图。
product,model,"product.uom,name",product.product_uom_hour,Hour(s),小时数
product,help,"product.uom,factor_inv",0,"How many times this Unit of Measure is bigger than the reference Unit of Measure in this category:
1 * (this unit) = ratio * (reference unit)","本计量单位大于参考计量单位 的倍数。
1*（本单位）=比率*（参考单位）"
product,help,"product.uom,factor",0,"How much bigger or smaller this unit is compared to the reference Unit of Measure for this category:
1 * (reference unit) = ratio * (this unit)","本计量单位和参考计量单位相比，大或者小的倍数。
1*（参考单位=比率*（本单位）"
product,field,"pricelist.partnerinfo,id",0,ID,ID
product,field,"product.attribute,id",0,ID,ID
product,field,"product.attribute.line,id",0,ID,ID
product,field,"product.attribute.price,id",0,ID,ID
product,field,"product.attribute.value,id",0,ID,ID
product,field,"product.category,id",0,ID,ID
product,field,"product.packaging,id",0,ID,ID
product,field,"product.price.history,id",0,ID,ID
product,field,"product.price.type,id",0,ID,ID
product,field,"product.price_list,id",0,ID,ID
product,field,"product.pricelist,id",0,ID,ID
product,field,"product.pricelist.item,id",0,ID,ID
product,field,"product.pricelist.type,id",0,ID,ID
product,field,"product.pricelist.version,id",0,ID,ID
product,field,"product.product,id",0,ID,ID
product,field,"product.supplierinfo,id",0,ID,ID
product,field,"product.template,id",0,ID,ID
product,field,"product.ul,id",0,ID,ID
product,field,"product.uom,id",0,ID,ID
product,field,"product.uom.categ,id",0,ID,ID
product,field,"report.product.report_pricelist,id",0,ID,ID
product,help,"product.product,message_unread",0,If checked new messages require your attention.,查看是否有需要留意的新信息。
product,help,"product.template,message_unread",0,If checked new messages require your attention.,查看是否有需要留意的新信息。
product,help,"product.pricelist,active",0,"If unchecked, it will allow you to hide the pricelist without removing it.",如果不选中，允许你隐藏价格表而无需删除
product,help,"product.product,active",0,"If unchecked, it will allow you to hide the product without removing it.",如果不选中，允许你隐藏这个产品而无需删除。
product,help,"product.template,active",0,"If unchecked, it will allow you to hide the product without removing it.",如果不选中，允许你隐藏这个产品而无需删除。
product,field,"product.template,image",0,Image,图像
product,help,"product.product,image",0,"Image of the product variant (Big-sized image of product template if false). It is automatically resized as a 1024x1024px image, with aspect ratio preserved.","Image of the product variant (Big-sized image of product template if false). It is automatically resized as a 1024x1024px image, with aspect ratio preserved."
product,help,"product.product,image_medium",0,Image of the product variant (Medium-sized image of product template if false).,Image of the product variant (Medium-sized image of product template if false).
product,help,"product.product,image_small",0,Image of the product variant (Small-sized image of product template if false).,Image of the product variant (Small-sized image of product template if false).
product,selection,"product.template,state",0,In Development,开发中
product,view,product.template,product.product_template_form_view,Information,信息
product,model,"ir.model,name",product.model_product_supplierinfo,Information about a product supplier,产品供应商信息
product,code,addons/product/product.py,415,Integrity Error!,完整性错误！
product,field,"product.template,categ_id",0,Internal Category,内部分类
product,field,"product.product,code",0,Internal Reference,内部单号
product,field,"product.product,default_code",0,Internal Reference,内部单号
product,field,"product.template,default_code",0,Internal Reference,内部单号
product,help,"product.product,ean13",0,International Article Number used for product identification.,国际物品编码用于产品标识
product,view,product.template,product.product_template_form_view,Inventory,库存
product,field,"product.product,message_is_follower",0,Is a Follower,是一个关注者
product,field,"product.template,message_is_follower",0,Is a Follower,是一个关注者
product,field,"product.product,is_product_variant",0,Is product variant,是产品变体
product,field,"product.template,is_product_variant",0,Is product variant,是产品变体
product,view,product.pricelist.version,product.product_pricelist_version_form_view,Item List,项目列表
product,field,"product.pricelist.type,key",0,Key,关键字
product,field,"product.product,message_last_post",0,Last Message Date,最后信息日期
product,field,"product.template,message_last_post",0,Last Message Date,最后信息日期
product,field,"pricelist.partnerinfo,write_uid",0,Last Updated by,最后更新
product,field,"product.attribute,write_uid",0,Last Updated by,最后更新
product,field,"product.attribute.line,write_uid",0,Last Updated by,最后更新
product,field,"product.attribute.price,write_uid",0,Last Updated by,最后更新
product,field,"product.attribute.value,write_uid",0,Last Updated by,最后更新
product,field,"product.category,write_uid",0,Last Updated by,最后更新
product,field,"product.packaging,write_uid",0,Last Updated by,最后更新
product,field,"product.price.history,write_uid",0,Last Updated by,最后更新
product,field,"product.price.type,write_uid",0,Last Updated by,最后更新
product,field,"product.price_list,write_uid",0,Last Updated by,最后更新
product,field,"product.pricelist,write_uid",0,Last Updated by,最后更新
product,field,"product.pricelist.item,write_uid",0,Last Updated by,最后更新
product,field,"product.pricelist.type,write_uid",0,Last Updated by,最后更新
product,field,"product.pricelist.version,write_uid",0,Last Updated by,最后更新
product,field,"product.product,write_uid",0,Last Updated by,最后更新
product,field,"product.supplierinfo,write_uid",0,Last Updated by,最后更新
product,field,"product.template,write_uid",0,Last Updated by,最后更新
product,field,"product.ul,write_uid",0,Last Updated by,最后更新
product,field,"product.uom,write_uid",0,Last Updated by,最后更新
product,field,"product.uom.categ,write_uid",0,Last Updated by,最后更新
product,field,"pricelist.partnerinfo,write_date",0,Last Updated on,最后更新
product,field,"product.attribute,write_date",0,Last Updated on,最后更新
product,field,"product.attribute.line,write_date",0,Last Updated on,最后更新
product,field,"product.attribute.price,write_date",0,Last Updated on,最后更新
product,field,"product.attribute.value,write_date",0,Last Updated on,最后更新
product,field,"product.category,write_date",0,Last Updated on,最后更新
product,field,"product.packaging,write_date",0,Last Updated on,最后更新
product,field,"product.price.history,write_date",0,Last Updated on,最后更新
product,field,"product.price.type,write_date",0,Last Updated on,最后更新
product,field,"product.price_list,write_date",0,Last Updated on,最后更新
product,field,"product.pricelist,write_date",0,Last Updated on,最后更新
product,field,"product.pricelist.item,write_date",0,Last Updated on,最后更新
product,field,"product.pricelist.type,write_date",0,Last Updated on,最后更新
product,field,"product.pricelist.version,write_date",0,Last Updated on,最后更新
product,field,"product.product,write_date",0,Last Updated on,最后更新
product,field,"product.supplierinfo,write_date",0,Last Updated on,最后更新
product,field,"product.template,write_date",0,Last Updated on,最后更新
product,field,"product.ul,write_date",0,Last Updated on,最后更新
product,field,"product.uom,write_date",0,Last Updated on,最后更新
product,field,"product.uom.categ,write_date",0,Last Updated on,最后更新
product,help,"product.pricelist.version,date_end",0,Last valid date for the version.,此版本的最后有效日期
product,help,"product.supplierinfo,delay",0,Lead time in days between the confirmation of the purchase order and the receipt of the products in your warehouse. Used by the scheduler for automatic computation of the purchase order planning.,Lead time in days between the confirmation of the purchase order and the receipt of the products in your warehouse. Used by the scheduler for automatic computation of the purchase order planning.
product,field,"product.category,parent_left",0,Left Parent,左父项
product,field,"product.ul,length",0,Length,长度
product,model,"product.uom.categ,name",product.uom_categ_length,Length / Distance,长度或距离
product,view,product.template,product.product_template_only_form_view,List of Variants,变体列表
product,model,"product.uom,name",product.product_uom_litre,Liter(s),Liter(s)
product,model,"ir.model,name",product.model_product_ul,Logistic Unit,物流单元
product,model,"ir.actions.act_window,name",product.product_ul_form_action,Logistic Units,物流单元
product,model,"ir.ui.menu,name",product.menu_product_ul_form_action,Logistic Units,物流单元
product,view,product.ul,product.product_ul_form_view,Logistic Units,物流单元
product,view,product.ul,product.product_ul_tree,Logistic Units,物流单元
product,field,"product.template,packaging_ids",0,Logistical Units,物流单元
product,field,"product.template,seller_id",0,Main Supplier,主要供应商
product,help,"product.template,seller_id",0,Main Supplier who has highest priority in Supplier List.,主要供应商它在供应商里面具有最高的优先级。
product,model,"res.groups,name",product.group_uom,Manage Multiple Units of Measure,管理多个计量单位
product,model,"res.groups,name",product.group_stock_packaging,Manage Product Packaging,管理产品包装
product,model,"res.groups,name",product.group_mrp_properties,Manage Properties of Product,管理产品的属性
product,model,"res.groups,name",product.group_uos,Manage Secondary Unit of Measure,管理第二个计量单位
product,view,product.pricelist.item,product.product_pricelist_item_form_view,Max. Margin,最大毛利
product,field,"product.pricelist.item,price_max_margin",0,Max. Price Margin,最大的价格毛利
product,field,"product.template,mes_type",0,Measure Type,计量类型
product,field,"product.product,image_medium",0,Medium-sized image,中等尺寸图片
product,field,"product.template,image_medium",0,Medium-sized image,中等尺寸图片
product,help,"product.template,image_medium",0,"Medium-sized image of the product. It is automatically resized as a 128x128px image, with aspect ratio preserved, only when the image exceeds one of those sizes. Use this field in form views or some kanban views.",产品的中等尺寸的图片。保持纵横比例，图像超出尺寸后，自动缩放为128x128px ，这字段通常用于看板视图。
product,field,"product.product,message_ids",0,Messages,消息
product,field,"product.template,message_ids",0,Messages,消息
product,help,"product.product,message_ids",0,Messages and communication history,消息和通信历史
product,help,"product.template,message_ids",0,Messages and communication history,消息和通信历史
product,view,product.pricelist.item,product.product_pricelist_item_form_view,Min. Margin,最小毛利
product,field,"product.pricelist.item,price_min_margin",0,Min. Price Margin,最小价格毛利
product,field,"product.pricelist.item,min_quantity",0,Min. Quantity,最小数量
product,field,"product.supplierinfo,min_qty",0,Minimal Quantity,最少数量
product,field,"product.attribute,name",0,Name,名称
product,field,"product.category,complete_name",0,Name,名称
product,field,"product.category,name",0,Name,名称
product,field,"product.pricelist.type,name",0,Name,名称
product,field,"product.pricelist.version,name",0,Name,名称
product,field,"product.template,name",0,Name,名称
product,field,"product.ul,name",0,Name,名称
product,field,"product.uom.categ,name",0,Name,名称
product,help,"product.price.type,name",0,Name of this kind of price.,价格种类名称
product,field,"product.template,weight_net",0,Net Weight,净重
product,view,product.pricelist.item,product.product_pricelist_item_form_view,New Price =,新价格 =
product,code,addons/product/product.py,756,"New Unit of Measure '%s' must belong to same Unit of Measure category '%s' as of old Unit of Measure '%s'. If you need to change the unit of measure, you may deactivate this product from the 'Procurements' tab and create a new one.",新的计量单位'%s'的类别 '%s'必须跟老单位 '%s' 相同。如果你要改变计量单位，你要'需求'标签停用这个产品 ，并且创建一个新的。
product,selection,"product.category,type",0,Normal,普通
product,selection,"product.template,state",0,Normal,普通
product,field,"product.packaging,rows",0,Number of Layers,层数
product,selection,"product.template,state",0,Obsolete,作废
product,view,product.packaging,product.product_packaging_form_view,Other Info,其它信息
product,view,product.packaging,product.product_packaging_form_view_without_product,Other Info,其它信息
product,code,addons/product/pricelist.py,439,Other Pricelist,其他价格表
product,field,"product.pricelist.item,base_pricelist_id",0,Other Pricelist,其他价格表
product,selection,"product.ul,type",0,Pack,包裹
product,field,"product.packaging,ul",0,Package Logistic Unit,包裹物流单元
product,field,"product.packaging,ul_qty",0,Package by layer,每层的包裹数
product,model,"ir.model,name",product.model_product_packaging,Packaging,包装
product,view,product.packaging,product.product_packaging_form_view,Packaging,包装
product,view,product.packaging,product.product_packaging_form_view_without_product,Packaging,包装
product,view,product.packaging,product.product_packaging_tree_view,Packaging,包装
product,view,product.packaging,product.product_packaging_tree_view_product,Packaging,包装
product,view,product.template,product.product_template_form_view,Packaging,包装
product,selection,"product.ul,type",0,Pallet,托盘
product,field,"product.packaging,ul_container",0,Pallet Logistic Unit,托盘物流单元
product,view,product.packaging,product.product_packaging_form_view,Palletization,托盘化
product,view,product.packaging,product.product_packaging_form_view_without_product,Palletization,托盘化
product,field,"product.category,parent_id",0,Parent Category,上级分类
product,model,"ir.model,name",product.model_res_partner,Partner,业务伙伴
product,field,"pricelist.partnerinfo,suppinfo_id",0,Partner Information,业务伙伴信息
product,field,"product.product,price",0,Price,价格
product,field,"product.template,price",0,Price,价格
